Dato og tid;Tid siden start (sek);Trykk - barometer (bar);Trykk - absolutt trykk maaler (bar);Temperatur (gr Celsius)
06.12.2021 02:27;43450;;100,596;11,53
06.12.2021 02:27;43460;;100,59;11,49
06.12.2021 02:27;43470;;100,568;11,53
06.12.2021 02:27;43480;;100,594;11,59
06.12.2021 02:27;43490;;100,609;11,56
06.12.2021 02:28;43500;101,2;100,642;11,54
06.12.2021 02:28;43510;;100,601;11,52
06.12.2021 02:28;43520;;100,605;11,56
06.12.2021 02:28;43530;;100,649;11,61
06.12.2021 02:28;43540;;100,587;11,58
06.12.2021 02:28;43550;;100,574;11,59
06.12.2021 02:29;43560;101,2;100,609;11,62
06.12.2021 02:29;43570;;100,607;11,61
06.12.2021 02:29;43580;;100,603;11,55
06.12.2021 02:29;43590;;100,603;11,49
06.12.2021 02:29;43600;;100,62;11,47
06.12.2021 02:29;43610;;100,605;11,5
06.12.2021 02:30;43620;101,2;100,614;11,47
06.12.2021 02:30;43630;;100,625;11,42
06.12.2021 02:30;43640;;100,598;11,4
06.12.2021 02:30;43650;;100,611;11,36
06.12.2021 02:30;43660;;100,596;11,35
06.12.2021 02:30;43670;;100,62;11,4
06.12.2021 02:31;43680;101,2;100,587;11,39
06.12.2021 02:31;43690;;100,609;11,35
06.12.2021 02:31;43700;;100,596;11,37
06.12.2021 02:31;43710;;100,594;11,34
06.12.2021 02:31;43720;;100,594;11,3
06.12.2021 02:31;43730;;100,581;11,29
06.12.2021 02:32;43740;101,2;100,59;11,27
06.12.2021 02:32;43750;;100,609;11,27
06.12.2021 02:32;43760;;100,59;11,29
06.12.2021 02:32;43770;;100,561;11,26
06.12.2021 02:32;43780;;100,59;11,24
06.12.2021 02:32;43790;;100,585;11,24
06.12.2021 02:33;43800;101,2;100,622;11,35
06.12.2021 02:33;43810;;100,629;11,32
06.12.2021 02:33;43820;;100,605;11,3
06.12.2021 02:33;43830;;100,607;11,31
06.12.2021 02:33;43840;;100,585;11,29
06.12.2021 02:33;43850;;100,59;11,23
06.12.2021 02:34;43860;101,2;100,592;11,23
06.12.2021 02:34;43870;;100,646;11,2
06.12.2021 02:34;43880;;100,583;11,24
06.12.2021 02:34;43890;;100,583;11,24
06.12.2021 02:34;43900;;100,601;11,24
06.12.2021 02:34;43910;;100,557;11,21
06.12.2021 02:35;43920;101,2;100,587;11,22
06.12.2021 02:35;43930;;100,618;11,2
06.12.2021 02:35;43940;;100,605;11,17
06.12.2021 02:35;43950;;100,618;11,22
06.12.2021 02:35;43960;;100,629;11,21
06.12.2021 02:35;43970;;100,609;11,23
06.12.2021 02:36;43980;101,2;100,581;11,27
06.12.2021 02:36;43990;;100,601;11,25
06.12.2021 02:36;44000;;100,596;11,22
06.12.2021 02:36;44010;;100,633;11,21
06.12.2021 02:36;44020;;100,618;11,2
06.12.2021 02:36;44030;;100,594;11,19
06.12.2021 02:37;44040;101,2;100,592;11,16
06.12.2021 02:37;44050;;100,622;11,12
06.12.2021 02:37;44060;;100,592;11,09
06.12.2021 02:37;44070;;100,596;11,07
06.12.2021 02:37;44080;;100,609;11,09
06.12.2021 02:37;44090;;100,605;11,07
06.12.2021 02:38;44100;101,2;100,62;11,04
06.12.2021 02:38;44110;;100,581;11,06
06.12.2021 02:38;44120;;100,598;11,16
06.12.2021 02:38;44130;;100,598;11,17
06.12.2021 02:38;44140;;100,592;11,12
06.12.2021 02:38;44150;;100,598;11,07
06.12.2021 02:39;44160;101,2;100,62;11,01
06.12.2021 02:39;44170;;100,598;11,02
06.12.2021 02:39;44180;;100,614;11,02
06.12.2021 02:39;44190;;100,585;10,97
06.12.2021 02:39;44200;;100,587;10,94
06.12.2021 02:39;44210;;100,587;10,96
06.12.2021 02:40;44220;101,19;100,596;11,02
06.12.2021 02:40;44230;;100,596;11,02
06.12.2021 02:40;44240;;100,607;11,05
06.12.2021 02:40;44250;;100,574;11,12
06.12.2021 02:40;44260;;100,587;11,12
06.12.2021 02:40;44270;;100,574;11,02
06.12.2021 02:41;44280;101,19;100,611;10,95
06.12.2021 02:41;44290;;100,574;10,88
06.12.2021 02:41;44300;;100,609;10,88
06.12.2021 02:41;44310;;100,552;10,86
06.12.2021 02:41;44320;;100,627;11
06.12.2021 02:41;44330;;100,59;10,99
06.12.2021 02:42;44340;101,19;100,563;10,97
06.12.2021 02:42;44350;;100,563;10,92
06.12.2021 02:42;44360;;100,583;10,89
06.12.2021 02:42;44370;;100,544;10,88
06.12.2021 02:42;44380;;100,592;10,89
06.12.2021 02:42;44390;;100,62;10,91
06.12.2021 02:43;44400;101,19;100,563;10,87
06.12.2021 02:43;44410;;100,592;11,02
06.12.2021 02:43;44420;;100,563;11,03
06.12.2021 02:43;44430;;100,572;10,97
06.12.2021 02:43;44440;;100,605;11,06
06.12.2021 02:43;44450;;100,57;11,02
06.12.2021 02:44;44460;101,19;100,601;11,1
06.12.2021 02:44;44470;;100,629;11,06
06.12.2021 02:44;44480;;100,592;11
06.12.2021 02:44;44490;;100,592;10,91
06.12.2021 02:44;44500;;100,596;10,95
06.12.2021 02:44;44510;;100,57;10,94
06.12.2021 02:45;44520;101,18;100,568;10,91
06.12.2021 02:45;44530;;100,585;10,83
06.12.2021 02:45;44540;;100,55;10,82
06.12.2021 02:45;44550;;100,574;10,74
06.12.2021 02:45;44560;;100,559;10,69
06.12.2021 02:45;44570;;100,579;10,71
06.12.2021 02:46;44580;101,18;100,607;10,78
06.12.2021 02:46;44590;;100,57;10,82
06.12.2021 02:46;44600;;100,577;10,78
06.12.2021 02:46;44610;;100,633;10,83
06.12.2021 02:46;44620;;100,579;10,79
06.12.2021 02:46;44630;;100,585;10,78
06.12.2021 02:47;44640;101,19;100,566;10,75
06.12.2021 02:47;44650;;100,568;10,88
06.12.2021 02:47;44660;;100,585;10,86
06.12.2021 02:47;44670;;100,609;10,76
06.12.2021 02:47;44680;;100,579;10,71
06.12.2021 02:47;44690;;100,587;10,71
06.12.2021 02:48;44700;101,18;100,581;10,64
06.12.2021 02:48;44710;;100,594;10,56
06.12.2021 02:48;44720;;100,579;10,52
06.12.2021 02:48;44730;;100,583;10,62
06.12.2021 02:48;44740;;100,557;10,67
06.12.2021 02:48;44750;;100,607;10,78
06.12.2021 02:49;44760;101,19;100,592;10,73
06.12.2021 02:49;44770;;100,598;10,83
06.12.2021 02:49;44780;;100,566;10,82
06.12.2021 02:49;44790;;100,59;10,76
06.12.2021 02:49;44800;;100,583;10,72
06.12.2021 02:49;44810;;100,577;10,86
06.12.2021 02:50;44820;101,18;100,555;10,85
06.12.2021 02:50;44830;;100,563;10,77
06.12.2021 02:50;44840;;100,601;10,83
06.12.2021 02:50;44850;;100,581;10,86
06.12.2021 02:50;44860;;100,598;10,77
06.12.2021 02:50;44870;;100,601;10,71
06.12.2021 02:51;44880;101,18;100,59;10,66
06.12.2021 02:51;44890;;100,598;10,7
06.12.2021 02:51;44900;;100,574;10,79
06.12.2021 02:51;44910;;100,605;10,75
06.12.2021 02:51;44920;;100,601;10,74
06.12.2021 02:51;44930;;100,585;10,67
06.12.2021 02:52;44940;101,18;100,59;10,67
06.12.2021 02:52;44950;;100,559;10,63
06.12.2021 02:52;44960;;100,605;10,8
06.12.2021 02:52;44970;;100,585;10,73
06.12.2021 02:52;44980;;100,592;10,62
06.12.2021 02:52;44990;;100,57;10,6
06.12.2021 02:53;45000;101,18;100,577;10,6
06.12.2021 02:53;45010;;100,607;10,55
06.12.2021 02:53;45020;;100,568;10,5
06.12.2021 02:53;45030;;100,561;10,46
06.12.2021 02:53;45040;;100,587;10,49
06.12.2021 02:53;45050;;100,585;10,47
06.12.2021 02:54;45060;101,18;100,581;10,58
06.12.2021 02:54;45070;;100,577;10,57
06.12.2021 02:54;45080;;100,579;10,54
06.12.2021 02:54;45090;;100,585;10,51
06.12.2021 02:54;45100;;100,572;10,57
06.12.2021 02:54;45110;;100,629;10,54
06.12.2021 02:55;45120;101,19;100,594;10,48
06.12.2021 02:55;45130;;100,587;10,57
06.12.2021 02:55;45140;;100,607;10,59
06.12.2021 02:55;45150;;100,616;10,59
06.12.2021 02:55;45160;;100,594;10,69
06.12.2021 02:55;45170;;100,555;10,72
06.12.2021 02:56;45180;101,19;100,574;10,7
06.12.2021 02:56;45190;;100,594;10,63
06.12.2021 02:56;45200;;100,587;10,54
06.12.2021 02:56;45210;;100,596;10,49
06.12.2021 02:56;45220;;100,627;10,49
06.12.2021 02:56;45230;;100,579;10,47
06.12.2021 02:57;45240;101,19;100,596;10,46
06.12.2021 02:57;45250;;100,596;10,47
06.12.2021 02:57;45260;;100,583;10,46
06.12.2021 02:57;45270;;100,614;10,44
06.12.2021 02:57;45280;;100,592;10,51
06.12.2021 02:57;45290;;100,601;10,59
06.12.2021 02:58;45300;101,19;100,605;10,56
06.12.2021 02:58;45310;;100,594;10,49
06.12.2021 02:58;45320;;100,594;10,54
06.12.2021 02:58;45330;;100,609;10,65
06.12.2021 02:58;45340;;100,601;10,64
06.12.2021 02:58;45350;;100,603;10,59
06.12.2021 02:59;45360;101,19;100,568;10,52
06.12.2021 02:59;45370;;100,631;10,44
06.12.2021 02:59;45380;;100,585;10,4
06.12.2021 02:59;45390;;100,596;10,39
06.12.2021 02:59;45400;;100,605;10,38
06.12.2021 02:59;45410;;100,587;10,39
06.12.2021 03:00;45420;101,19;100,59;10,4
06.12.2021 03:00;45430;;100,62;10,36
06.12.2021 03:00;45440;;100,59;10,37
06.12.2021 03:00;45450;;100,566;10,36
06.12.2021 03:00;45460;;100,598;10,28
06.12.2021 03:00;45470;;100,601;10,21
06.12.2021 03:01;45480;101,19;100,598;10,25
06.12.2021 03:01;45490;;100,631;10,25
06.12.2021 03:01;45500;;100,581;10,28
06.12.2021 03:01;45510;;100,603;10,35
06.12.2021 03:01;45520;;100,579;10,28
06.12.2021 03:01;45530;;100,572;10,22
06.12.2021 03:02;45540;101,19;100,587;10,25
06.12.2021 03:02;45550;;100,592;10,49
06.12.2021 03:02;45560;;100,605;10,56
06.12.2021 03:02;45570;;100,581;10,44
06.12.2021 03:02;45580;;100,577;10,31
06.12.2021 03:02;45590;;100,572;10,23
06.12.2021 03:03;45600;101,19;100,577;10,21
06.12.2021 03:03;45610;;100,646;10,13
06.12.2021 03:03;45620;;100,581;10,09
06.12.2021 03:03;45630;;100,622;10,05
06.12.2021 03:03;45640;;100,585;10,08
06.12.2021 03:03;45650;;100,598;10,08
06.12.2021 03:04;45660;101,19;100,568;10,04
06.12.2021 03:04;45670;;100,611;10,03
06.12.2021 03:04;45680;;100,616;10,08
06.12.2021 03:04;45690;;100,629;10,16
06.12.2021 03:04;45700;;100,585;10,13
06.12.2021 03:04;45710;;100,587;10,06
06.12.2021 03:05;45720;101,2;100,603;9,99
06.12.2021 03:05;45730;;100,559;10,03
06.12.2021 03:05;45740;;100,622;10,01
06.12.2021 03:05;45750;;100,592;10,07
06.12.2021 03:05;45760;;100,607;10,07
06.12.2021 03:05;45770;;100,596;10,14
06.12.2021 03:06;45780;101,2;100,587;10,16
06.12.2021 03:06;45790;;100,555;10,21
06.12.2021 03:06;45800;;100,585;10,14
06.12.2021 03:06;45810;;100,581;10,08
06.12.2021 03:06;45820;;100,603;10,09
06.12.2021 03:06;45830;;100,646;10,17
06.12.2021 03:07;45840;101,2;100,592;10,19
06.12.2021 03:07;45850;;100,62;10,13
06.12.2021 03:07;45860;;100,618;10,1
06.12.2021 03:07;45870;;100,627;10,1
06.12.2021 03:07;45880;;100,616;10,09
06.12.2021 03:07;45890;;100,587;10,07
06.12.2021 03:08;45900;101,2;100,572;10,03
06.12.2021 03:08;45910;;100,577;10,11
06.12.2021 03:08;45920;;100,618;10,11
06.12.2021 03:08;45930;;100,607;10,05
06.12.2021 03:08;45940;;100,587;10,06
06.12.2021 03:08;45950;;100,596;10,13
06.12.2021 03:09;45960;101,2;100,587;10,11
06.12.2021 03:09;45970;;100,587;10,1
06.12.2021 03:09;45980;;100,627;10,13
06.12.2021 03:09;45990;;100,611;10,16
06.12.2021 03:09;46000;;100,577;10,32
06.12.2021 03:09;46010;;100,579;10,38
06.12.2021 03:10;46020;101,19;100,603;10,43
06.12.2021 03:10;46030;;100,62;10,45
06.12.2021 03:10;46040;;100,601;10,46
06.12.2021 03:10;46050;;100,614;10,41
06.12.2021 03:10;46060;;100,581;10,37
06.12.2021 03:10;46070;;100,627;10,31
06.12.2021 03:11;46080;101,2;100,607;10,39
06.12.2021 03:11;46090;;100,607;10,4
06.12.2021 03:11;46100;;100,594;10,38
06.12.2021 03:11;46110;;100,603;10,45
06.12.2021 03:11;46120;;100,594;10,44
06.12.2021 03:11;46130;;100,601;10,41
06.12.2021 03:12;46140;101,19;100,607;10,39
06.12.2021 03:12;46150;;100,62;10,41
06.12.2021 03:12;46160;;100,622;10,45
06.12.2021 03:12;46170;;100,585;10,46
06.12.2021 03:12;46180;;100,605;10,42
06.12.2021 03:12;46190;;100,605;10,42
06.12.2021 03:13;46200;101,2;100,585;10,53
06.12.2021 03:13;46210;;100,577;10,52
06.12.2021 03:13;46220;;100,627;10,54
06.12.2021 03:13;46230;;100,596;10,57
06.12.2021 03:13;46240;;100,585;10,61
06.12.2021 03:13;46250;;100,59;10,7
06.12.2021 03:14;46260;101,19;100,611;10,71
06.12.2021 03:14;46270;;100,605;10,75
06.12.2021 03:14;46280;;100,592;10,75
06.12.2021 03:14;46290;;100,579;10,74
06.12.2021 03:14;46300;;100,603;10,72
06.12.2021 03:14;46310;;100,594;10,68
06.12.2021 03:15;46320;101,2;100,59;10,67
06.12.2021 03:15;46330;;100,603;10,7
06.12.2021 03:15;46340;;100,572;10,73
06.12.2021 03:15;46350;;100,57;10,77
06.12.2021 03:15;46360;;100,603;10,75
06.12.2021 03:15;46370;;100,587;10,76
06.12.2021 03:16;46380;101,2;100,631;10,72
06.12.2021 03:16;46390;;100,616;10,7
06.12.2021 03:16;46400;;100,629;10,75
06.12.2021 03:16;46410;;100,611;10,71
06.12.2021 03:16;46420;;100,611;10,7
06.12.2021 03:16;46430;;100,572;10,67
06.12.2021 03:17;46440;101,2;100,585;10,69
06.12.2021 03:17;46450;;100,579;10,68
06.12.2021 03:17;46460;;100,577;10,67
06.12.2021 03:17;46470;;100,625;10,72
06.12.2021 03:17;46480;;100,603;10,87
06.12.2021 03:17;46490;;100,583;10,87
06.12.2021 03:18;46500;101,19;100,572;10,84
06.12.2021 03:18;46510;;100,585;10,77
06.12.2021 03:18;46520;;100,583;10,72
06.12.2021 03:18;46530;;100,587;10,66
06.12.2021 03:18;46540;;100,603;10,62
06.12.2021 03:18;46550;;100,592;10,57
06.12.2021 03:19;46560;101,19;100,636;10,59
06.12.2021 03:19;46570;;100,605;10,65
06.12.2021 03:19;46580;;100,607;10,87
06.12.2021 03:19;46590;;100,592;10,92
06.12.2021 03:19;46600;;100,62;10,88
06.12.2021 03:19;46610;;100,633;10,85
06.12.2021 03:20;46620;101,19;100,596;10,81
06.12.2021 03:20;46630;;100,592;10,78
06.12.2021 03:20;46640;;100,59;10,86
06.12.2021 03:20;46650;;100,62;10,87
06.12.2021 03:20;46660;;100,598;10,81
06.12.2021 03:20;46670;;100,577;10,76
06.12.2021 03:21;46680;101,2;100,592;10,7
06.12.2021 03:21;46690;;100,601;10,74
06.12.2021 03:21;46700;;100,561;10,72
06.12.2021 03:21;46710;;100,596;10,74
06.12.2021 03:21;46720;;100,614;10,71
06.12.2021 03:21;46730;;100,581;10,64
06.12.2021 03:22;46740;101,2;100,583;10,74
06.12.2021 03:22;46750;;100,585;10,83
06.12.2021 03:22;46760;;100,587;10,85
06.12.2021 03:22;46770;;100,603;10,78
06.12.2021 03:22;46780;;100,561;10,83
06.12.2021 03:22;46790;;100,603;10,85
06.12.2021 03:23;46800;101,19;100,607;10,84
06.12.2021 03:23;46810;;100,596;10,78
06.12.2021 03:23;46820;;100,566;10,78
06.12.2021 03:23;46830;;100,568;10,74
06.12.2021 03:23;46840;;100,601;10,72
06.12.2021 03:23;46850;;100,605;10,87
06.12.2021 03:24;46860;101,19;100,583;10,9
06.12.2021 03:24;46870;;100,607;10,88
06.12.2021 03:24;46880;;100,561;10,89
06.12.2021 03:24;46890;;100,592;10,85
06.12.2021 03:24;46900;;100,594;10,96
06.12.2021 03:24;46910;;100,568;10,93
06.12.2021 03:25;46920;101,19;100,603;10,84
06.12.2021 03:25;46930;;100,592;10,78
06.12.2021 03:25;46940;;100,594;10,76
06.12.2021 03:25;46950;;100,566;10,77
06.12.2021 03:25;46960;;100,568;10,78
06.12.2021 03:25;46970;;100,603;10,78
06.12.2021 03:26;46980;101,19;100,592;10,84
06.12.2021 03:26;46990;;100,592;10,86
06.12.2021 03:26;47000;;100,581;10,86
06.12.2021 03:26;47010;;100,579;10,83
06.12.2021 03:26;47020;;100,598;10,77
06.12.2021 03:26;47030;;100,601;10,7
06.12.2021 03:27;47040;101,19;100,587;10,66
06.12.2021 03:27;47050;;100,544;10,67
06.12.2021 03:27;47060;;100,546;10,66
06.12.2021 03:27;47070;;100,583;10,64
06.12.2021 03:27;47080;;100,598;10,61
06.12.2021 03:27;47090;;100,605;10,58
06.12.2021 03:28;47100;101,19;100,605;10,63
06.12.2021 03:28;47110;;100,596;10,78
06.12.2021 03:28;47120;;100,607;10,73
06.12.2021 03:28;47130;;100,596;10,72
06.12.2021 03:28;47140;;100,583;10,66
06.12.2021 03:28;47150;;100,598;10,62
06.12.2021 03:29;47160;101,18;100,587;10,72
06.12.2021 03:29;47170;;100,587;10,8
06.12.2021 03:29;47180;;100,566;10,73
06.12.2021 03:29;47190;;100,581;10,68
06.12.2021 03:29;47200;;100,572;10,66
06.12.2021 03:29;47210;;100,583;10,61
06.12.2021 03:30;47220;101,18;100,581;10,61
06.12.2021 03:30;47230;;100,618;10,66
06.12.2021 03:30;47240;;100,577;10,64
06.12.2021 03:30;47250;;100,572;10,79
06.12.2021 03:30;47260;;100,57;10,8
06.12.2021 03:30;47270;;100,603;10,74
06.12.2021 03:31;47280;101,18;100,577;10,68
06.12.2021 03:31;47290;;100,57;10,61
06.12.2021 03:31;47300;;100,585;10,56
06.12.2021 03:31;47310;;100,587;10,51
06.12.2021 03:31;47320;;100,574;10,51
06.12.2021 03:31;47330;;100,568;10,56
06.12.2021 03:32;47340;101,18;100,577;10,63
06.12.2021 03:32;47350;;100,572;10,69
06.12.2021 03:32;47360;;100,535;10,74
06.12.2021 03:32;47370;;100,587;10,71
06.12.2021 03:32;47380;;100,572;10,7
06.12.2021 03:32;47390;;100,563;10,73
06.12.2021 03:33;47400;101,18;100,574;10,71
06.12.2021 03:33;47410;;100,577;10,66
06.12.2021 03:33;47420;;100,581;10,69
06.12.2021 03:33;47430;;100,548;10,68
06.12.2021 03:33;47440;;100,574;10,74
06.12.2021 03:33;47450;;100,609;10,68
06.12.2021 03:34;47460;101,18;100,566;10,61
06.12.2021 03:34;47470;;100,557;10,54
06.12.2021 03:34;47480;;100,566;10,61
06.12.2021 03:34;47490;;100,577;10,6
06.12.2021 03:34;47500;;100,552;10,63
06.12.2021 03:34;47510;;100,596;10,67
06.12.2021 03:35;47520;101,18;100,587;10,68
06.12.2021 03:35;47530;;100,574;10,65
06.12.2021 03:35;47540;;100,611;10,59
06.12.2021 03:35;47550;;100,577;10,58
06.12.2021 03:35;47560;;100,561;10,54
06.12.2021 03:35;47570;;100,574;10,78
06.12.2021 03:36;47580;101,18;100,577;10,81
06.12.2021 03:36;47590;;100,59;10,86
06.12.2021 03:36;47600;;100,555;10,74
06.12.2021 03:36;47610;;100,609;10,73
06.12.2021 03:36;47620;;100,583;10,71
06.12.2021 03:36;47630;;100,561;10,71
06.12.2021 03:37;47640;101,18;100,636;10,79
06.12.2021 03:37;47650;;100,557;10,73
06.12.2021 03:37;47660;;100,563;10,72
06.12.2021 03:37;47670;;100,577;10,71
06.12.2021 03:37;47680;;100,561;10,67
06.12.2021 03:37;47690;;100,561;10,69
06.12.2021 03:38;47700;101,18;100,574;10,69
06.12.2021 03:38;47710;;100,546;10,68
06.12.2021 03:38;47720;;100,607;10,77
06.12.2021 03:38;47730;;100,574;10,73
06.12.2021 03:38;47740;;100,587;10,75
06.12.2021 03:38;47750;;100,603;10,79
06.12.2021 03:39;47760;101,18;100,605;10,78
06.12.2021 03:39;47770;;100,622;10,73
06.12.2021 03:39;47780;;100,581;10,71
06.12.2021 03:39;47790;;100,596;10,81
06.12.2021 03:39;47800;;100,552;10,94
06.12.2021 03:39;47810;;100,594;10,87
06.12.2021 03:40;47820;101,18;100,585;10,79
06.12.2021 03:40;47830;;100,596;10,71
06.12.2021 03:40;47840;;100,535;10,68
06.12.2021 03:40;47850;;100,594;10,75
06.12.2021 03:40;47860;;100,57;10,78
06.12.2021 03:40;47870;;100,574;10,68
06.12.2021 03:41;47880;101,18;100,574;10,68
06.12.2021 03:41;47890;;100,535;10,74
06.12.2021 03:41;47900;;100,561;10,75
06.12.2021 03:41;47910;;100,574;10,74
06.12.2021 03:41;47920;;100,572;10,72
06.12.2021 03:41;47930;;100,59;10,66
06.12.2021 03:42;47940;101,19;100,563;10,71
06.12.2021 03:42;47950;;100,57;10,74
06.12.2021 03:42;47960;;100,585;10,72
06.12.2021 03:42;47970;;100,561;10,7
06.12.2021 03:42;47980;;100,596;10,71
06.12.2021 03:42;47990;;100,614;10,71
06.12.2021 03:43;48000;101,19;100,572;10,68
06.12.2021 03:43;48010;;100,572;10,69
06.12.2021 03:43;48020;;100,614;10,7
06.12.2021 03:43;48030;;100,581;10,73
06.12.2021 03:43;48040;;100,601;10,76
06.12.2021 03:43;48050;;100,616;10,72
06.12.2021 03:44;48060;101,18;100,583;10,75
06.12.2021 03:44;48070;;100,581;10,77
06.12.2021 03:44;48080;;100,574;10,71
06.12.2021 03:44;48090;;100,587;10,66
06.12.2021 03:44;48100;;100,561;10,62
06.12.2021 03:44;48110;;100,577;10,6
06.12.2021 03:45;48120;101,19;100,559;10,63
06.12.2021 03:45;48130;;100,594;10,6
06.12.2021 03:45;48140;;100,614;10,55
06.12.2021 03:45;48150;;100,561;10,58
06.12.2021 03:45;48160;;100,625;10,58
06.12.2021 03:45;48170;;100,622;10,61
06.12.2021 03:46;48180;101,2;100,596;10,62
06.12.2021 03:46;48190;;100,59;10,58
06.12.2021 03:46;48200;;100,59;10,54
06.12.2021 03:46;48210;;100,614;10,5
06.12.2021 03:46;48220;;100,601;10,47
06.12.2021 03:46;48230;;100,583;10,49
06.12.2021 03:47;48240;101,21;100,616;10,66
06.12.2021 03:47;48250;;100,594;10,67
06.12.2021 03:47;48260;;100,594;10,65
06.12.2021 03:47;48270;;100,594;10,64
06.12.2021 03:47;48280;;100,585;10,59
06.12.2021 03:47;48290;;100,649;10,59
06.12.2021 03:48;48300;101,2;100,64;10,6
06.12.2021 03:48;48310;;100,614;10,6
06.12.2021 03:48;48320;;100,611;10,64
06.12.2021 03:48;48330;;100,572;10,68
06.12.2021 03:48;48340;;100,616;10,69
06.12.2021 03:48;48350;;100,611;10,66
06.12.2021 03:49;48360;101,21;100,618;10,65
06.12.2021 03:49;48370;;100,609;10,61
06.12.2021 03:49;48380;;100,622;10,62
06.12.2021 03:49;48390;;100,605;10,59
06.12.2021 03:49;48400;;100,587;10,61
06.12.2021 03:49;48410;;100,59;10,67
06.12.2021 03:50;48420;101,21;100,594;10,8
06.12.2021 03:50;48430;;100,601;10,88
06.12.2021 03:50;48440;;100,581;10,89
06.12.2021 03:50;48450;;100,607;10,86
06.12.2021 03:50;48460;;100,605;10,87
06.12.2021 03:50;48470;;100,594;10,86
06.12.2021 03:51;48480;101,21;100,638;10,96
06.12.2021 03:51;48490;;100,601;10,97
06.12.2021 03:51;48500;;100,622;10,95
06.12.2021 03:51;48510;;100,625;10,96
06.12.2021 03:51;48520;;100,614;10,92
06.12.2021 03:51;48530;;100,614;10,94
06.12.2021 03:52;48540;101,2;100,574;10,95
06.12.2021 03:52;48550;;100,583;10,92
06.12.2021 03:52;48560;;100,636;10,93
06.12.2021 03:52;48570;;100,62;10,93
06.12.2021 03:52;48580;;100,607;10,9
06.12.2021 03:52;48590;;100,605;10,97
06.12.2021 03:53;48600;101,21;100,579;11,01
06.12.2021 03:53;48610;;100,574;10,98
06.12.2021 03:53;48620;;100,57;10,96
06.12.2021 03:53;48630;;100,585;10,92
06.12.2021 03:53;48640;;100,561;10,92
06.12.2021 03:53;48650;;100,609;10,97
06.12.2021 03:54;48660;101,2;100,59;10,96
06.12.2021 03:54;48670;;100,616;11,04
06.12.2021 03:54;48680;;100,627;11,05
06.12.2021 03:54;48690;;100,596;11,12
06.12.2021 03:54;48700;;100,546;11,07
06.12.2021 03:54;48710;;100,625;11,1
06.12.2021 03:55;48720;101,2;100,609;11,15
06.12.2021 03:55;48730;;100,629;11,13
06.12.2021 03:55;48740;;100,598;11,1
06.12.2021 03:55;48750;;100,587;11,09
06.12.2021 03:55;48760;;100,607;11,09
06.12.2021 03:55;48770;;100,618;11,02
06.12.2021 03:56;48780;101,2;100,603;11,03
06.12.2021 03:56;48790;;100,583;11,03
06.12.2021 03:56;48800;;100,605;11,02
06.12.2021 03:56;48810;;100,555;11
06.12.2021 03:56;48820;;100,592;11
06.12.2021 03:56;48830;;100,603;11,04
06.12.2021 03:57;48840;101,2;100,568;11,06
06.12.2021 03:57;48850;;100,563;11,05
06.12.2021 03:57;48860;;100,592;11,08
06.12.2021 03:57;48870;;100,563;11,1
06.12.2021 03:57;48880;;100,616;11,12
06.12.2021 03:57;48890;;100,592;11,11
06.12.2021 03:58;48900;101,19;100,583;11,1
06.12.2021 03:58;48910;;100,598;11,14
06.12.2021 03:58;48920;;100,59;11,1
06.12.2021 03:58;48930;;100,609;11,11
06.12.2021 03:58;48940;;100,592;11,17
06.12.2021 03:58;48950;;100,594;11,18
06.12.2021 03:59;48960;101,2;100,57;11,18
06.12.2021 03:59;48970;;100,625;11,21
06.12.2021 03:59;48980;;100,605;11,23
06.12.2021 03:59;48990;;100,583;11,22
06.12.2021 03:59;49000;;100,605;11,2
06.12.2021 03:59;49010;;100,585;11,16
06.12.2021 04:00;49020;101,21;100,594;11,23
06.12.2021 04:00;49030;;100,601;11,3
06.12.2021 04:00;49040;;100,607;11,3
06.12.2021 04:00;49050;;100,603;11,3
06.12.2021 04:00;49060;;100,611;11,27
06.12.2021 04:00;49070;;100,618;11,25
06.12.2021 04:01;49080;101,2;100,581;11,23
06.12.2021 04:01;49090;;100,57;11,24
06.12.2021 04:01;49100;;100,607;11,22
06.12.2021 04:01;49110;;100,622;11,22
06.12.2021 04:01;49120;;100,585;11,22
06.12.2021 04:01;49130;;100,598;11,21
06.12.2021 04:02;49140;101,21;100,638;11,25
06.12.2021 04:02;49150;;100,601;11,3
06.12.2021 04:02;49160;;100,59;11,35
06.12.2021 04:02;49170;;100,574;11,3
06.12.2021 04:02;49180;;100,603;11,28
06.12.2021 04:02;49190;;100,601;11,25
06.12.2021 04:03;49200;101,2;100,603;11,29
06.12.2021 04:03;49210;;100,59;11,28
06.12.2021 04:03;49220;;100,561;11,28
06.12.2021 04:03;49230;;100,601;11,25
06.12.2021 04:03;49240;;100,603;11,22
06.12.2021 04:03;49250;;100,587;11,24
06.12.2021 04:04;49260;101,2;100,64;11,37
06.12.2021 04:04;49270;;100,574;11,38
06.12.2021 04:04;49280;;100,609;11,37
06.12.2021 04:04;49290;;100,572;11,35
06.12.2021 04:04;49300;;100,601;11,3
06.12.2021 04:04;49310;;100,579;11,27
06.12.2021 04:05;49320;101,2;100,596;11,23
06.12.2021 04:05;49330;;100,59;11,27
06.12.2021 04:05;49340;;100,62;11,25
06.12.2021 04:05;49350;;100,566;11,21
06.12.2021 04:05;49360;;100,625;11,22
06.12.2021 04:05;49370;;100,592;11,26
